Location,Price,Beds,Area
"Bani Gala, Islamabad",4 Crore,5,10 Marla
"F-11/1, F-11",11.75 Crore,7,17.8 Marla
"I-10/2, I-10",3.65 Crore,4,6 Marla
"Soan Garden - Block H, Soan Garden",2.84 Crore,4,6 Marla
"PWD Housing Society - Block D, PWD Housing Scheme",2.85 Crore,4,5 Marla
"Bahria Enclave - Sector A, Bahria Enclave",5.5 Crore,5,10 Marla
"Pakistan Town - Phase 1, Pakistan Town",4 Crore,7,11 Marla
"Taramrri, Islamabad",2.25 Crore,10,8.5 Marla
"Simly Dam Road, Islamabad",3.6 Crore,3,1.2 Kanal
"F-7/3, F-7",53 Crore,5,2.5 Kanal
"Pakistan Town - Phase 2, Pakistan Town",2.75 Crore,4,5 Marla
"G-13/1, G-13",4 Crore,5,4.4 Marla
"G-6/4, G-6",23 Crore,6,1.2 Kanal
"I-9/1, I-9",5.5 Crore,5,6 Marla
"I-10/2, I-10",3.5 Crore,4,6 Marla
"G-10, Islamabad",7.5 Crore,5,10.9 Marla
"National Police Foundation O-9, Islamabad",3.5 Crore,6,10 Marla
"Multi Residencia & Orchards, Islamabad",1.5 Crore,3,5 Marla
"Multi Residencia & Orchards - Block B, Multi Residencia & Orchards",1.5 Crore,3,5 Marla
"Bahria Enclave, Bahria Town",1.5 Crore,3,5 Marla
"Bani Gala, Islamabad",1.4 Crore,3,6 Marla
"F-7, Islamabad",26.5 Crore,6,1 Kanal
"F-7, Islamabad",26 Crore,4,1 Kanal
"Bahria Enclave - Sector A, Bahria Enclave",5.5 Crore,5,10 Marla
"I-8/4, I-8",9.5 Crore,6,12 Marla
"Bani Gala, Islamabad",3.5 Crore,5,6 Marla
"Bani Gala, Islamabad",3.7 Crore,5,10 Marla
"Bani Gala, Islamabad",5.25 Crore,9,16 Marla
"Bani Gala, Islamabad",5.25 Crore,7,1 Kanal
"Bani Gala, Islamabad",1.3 Crore,5,5 Marla
"G-15/1, G-15",2.85 Crore,5,7 Marla
"Margalla View Housing Society, D-17",3 Crore,5,9.3 Marla
"G-7, Islamabad",3.85 Crore,2,5.8 Marla
"Bhara kahu, Islamabad",1.2 Crore,5,5 Marla
"Bahria Enclave, Bahria Town",1.7 Crore,4,5 Marla
"Aryan Enclave, Bani Gala",2.15 Crore,4,5 Marla
"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",6 Crore,7,10 Marla
"F-7/1, F-7",31 Crore,7,1.1 Kanal
"Islamabad Expressway, Islamabad",35 Lakh,1,1.8 Marla
"F-7/2, F-7",26.5 Crore,4,1 Kanal
"PWD Housing Scheme, Islamabad",3 Crore,4,6 Marla
"F-6, Islamabad",20 Crore,3,1.1 Kanal
"F-10, Islamabad",20 Crore,5,1.2 Kanal
"Bani Gala, Islamabad",1.5 Crore,4,8 Marla
"Bani Gala, Islamabad",2 Crore,4,5 Marla
"E-11, Islamabad",8.5 Crore,5,10 Marla
"DHA Defence Phase 1, DHA Defence",4.95 Crore,5,12 Marla
"G-6, Islamabad",11 Crore,5,10.6 Marla
"F-11, Islamabad",20 Crore,6,1 Kanal
"F-11, Islamabad",17 Crore,5,1 Kanal
"Mirador M7 Village, Emaar Canyon Views",7.75 Crore,5,1.4 Kanal
"G-13, Islamabad",3.25 Crore,3,4 Marla
"Soan Garden, Islamabad",2.65 Crore,4,8 Marla
"PWD Housing Scheme, Islamabad",4.25 Crore,5,9.3 Marla
"Naval Anchorage - Block D, Naval Anchorage",7.95 Crore,6,1 Kanal
"Naval Anchorage, Islamabad",7.95 Crore,6,1 Kanal
"F-7, Islamabad",42 Crore,5,1.3 Kanal
"G-15, Islamabad",3.9 Crore,5,7 Marla
"Emaar Canyon Views - Alma 1 Block, Emaar Canyon Views",3.6 Crore,3,11 Marla
"F-7, Islamabad",49 Crore,9,2.1 Kanal
"G-6, Islamabad",22 Crore,6,1.3 Kanal
"G-6, Islamabad",35 Crore,5,1.9 Kanal
"Naval Anchorage - Block L, Naval Anchorage",9 Crore,7,1 Kanal
"G-14, Islamabad",6.15 Crore,5,8 Marla
"Jinnah Gardens, FECHS",1.95 Crore,5,7 Marla
"Bahria Enclave - Sector N, Bahria Enclave",3.65 Crore,5,8 Marla
"Bahria Enclave - Sector H, Bahria Enclave",2.78 Crore,3,5 Marla
"Bahria Enclave - Sector C3, Bahria Enclave",4.65 Crore,4,10 Marla
"F-7/3, F-7",60 Crore,5,2.5 Kanal
"CBR Town Phase 1 - Block C, CBR Town Phase 1",5.6 Crore,9,14 Marla
"D-12/4, D-12",4.25 Crore,4,4 Marla
"F-7/3, F-7",57 Crore,9,2.2 Kanal
"DHA Defence Phase 2, DHA Defence",4.25 Crore,4,6 Marla
"DHA Valley - Lilly Sector, DHA Valley",1.45 Crore,3,8 Marla
"G-10/4, G-10",5 Crore,4,6.7 Marla
"DHA Defence Phase 2, DHA Defence",4.25 Crore,5,5.5 Marla
"Bahria Enclave, Bahria Town",3.05 Crore,5,8 Marla
"G-10/4, G-10",5 Crore,6,5 Marla
"Bani Gala, Islamabad",3.5 Crore,4,10 Marla
"F-7, Islamabad",75 Crore,8,3.8 Kanal
"E-7, Islamabad",70 Crore,6,1.6 Kanal
"Bahria Enclave - Sector C1, Bahria Enclave",5.5 Crore,7,10 Marla
"MPCHS - Block C1, MPCHS - Multi Gardens",3 Crore,5,8 Marla
"F-8, Islamabad",30 Crore,6,1.3 Kanal
"F-8/3, F-8",85 Crore,10,4 Kanal
"Bahria Enclave - Sector B1, Bahria Enclave",2.5 Crore,3,5 Marla
"Korang Town, Islamabad",9 Crore,6,1.2 Kanal
"G-9, Islamabad",7.65 Crore,6,10.9 Marla
"F-11, Islamabad",12.5 Crore,5,1 Kanal
"F-17/2, F-17",5.25 Crore,8,1 Kanal
"F-8, Islamabad",75 Crore,6,4 Kanal
"G-6/2, G-6",7.85 Crore,4,11.1 Marla
"MPCHS - Block F, MPCHS - Multi Gardens",2.48 Crore,3,8 Marla
"G-10/2, G-10",15.5 Crore,6,1.6 Kanal
"Bahria Enclave - Sector H, Bahria Enclave",2.6 Crore,3,5 Marla
"Airport Enclave A, Airport Enclave",2.6 Crore,4,8 Marla
"G-14/4, G-14",5.75 Crore,6,8 Marla
"I-8, Islamabad",19 Crore,3,1.2 Kanal
"I-8, Islamabad",11 Crore,3,12 Marla
"I-8, Islamabad",9.75 Crore,3,14 Marla
"I-8, Islamabad",9.75 Crore,5,12 Marla
"I-8, Islamabad",12.5 Crore,6,14 Marla
"G-15/4, G-15",2.9 Crore,4,8 Marla
"F-15, Islamabad",5.7 Crore,8,1.1 Kanal
"I-14, Islamabad",2.55 Crore,6,5 Marla
"G-10, Islamabad",4.5 Crore,7,6.7 Marla
"DHA Phase 2 - Sector E, DHA Defence Phase 2",11.5 Crore,7,1 Kanal
"Multi Residencia & Orchards, Islamabad",1.37 Crore,3,5 Marla
"Bahria Enclave - Sector H, Bahria Enclave",2.2 Crore,4,5 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",4.2 Crore,5,10 Marla
"Pakistan Town, Islamabad",2.2 Crore,4,5 Marla
"G-10/2, G-10",9 Crore,5,9 Marla
"Bani Gala, Islamabad",5.25 Crore,6,15 Marla
"E-7, Islamabad",65 Crore,8,1.6 Kanal
"E-7, Islamabad",60 Crore,8,1.2 Kanal
"F-8, Islamabad",55 Crore,6,2.5 Kanal
"F-8, Islamabad",32 Crore,6,2 Kanal
"University Town - Block C, University Town",1.5 Crore,6,10 Marla
"Bahria Enclave - Sector B2, Bahria Enclave",10.5 Crore,5,1 Kanal
"Iqbal Town, Islamabad",5.5 Crore,9,10 Marla
"Bani Gala, Islamabad",11.9 Crore,6,2 Kanal
"Bahria Enclave - Sector N, Bahria Enclave",2.3 Crore,4,5 Marla
"D-12/1, D-12",10.5 Crore,5,8 Marla
"MPCHS - Multi Gardens, B-17",3.25 Crore,8,10 Marla
"F-8, Islamabad",80 Crore,5,3.6 Kanal
"F-8/3, F-8",28 Crore,5,1.3 Kanal
"F-7, Islamabad",18 Crore,6,1 Kanal
"Bahria Enclave - Sector C, Bahria Enclave",10.3 Crore,5,1 Kanal
"G-10/1, G-10",6.1 Crore,6,5.5 Marla
"G-11, Islamabad",13 Crore,9,1.2 Kanal
"Chak Shahzad, Islamabad",2.5 Crore,3,5 Marla
"Murree Road, Islamabad",1.5 Crore,3,5 Marla
"E-7, Islamabad",60 Crore,7,1.9 Kanal
"F-8, Islamabad",40 Crore,6,1.3 Kanal
"G-6/3, G-6",58 Crore,9,3.3 Kanal
"F-7, Islamabad",70 Crore,7,2.4 Kanal
"F-8, Islamabad",22 Crore,6,1 Kanal
"Bahria Enclave, Bahria Town",5.25 Crore,5,10 Marla
"DHA Defence Phase 5, DHA Defence",7.6 Crore,6,1 Kanal
"DHA Defence Phase 2, DHA Defence",6.5 Crore,4,1 Kanal
"F-8, Islamabad",44 Crore,5,2 Kanal
"Bani Gala, Islamabad",1.3 Crore,2,5 Marla
"F-11/4, F-11",15 Crore,6,1 Kanal
"F-11/1, F-11",24.5 Crore,8,1.3 Kanal
"G-9/3, G-9",9 Crore,4,10.9 Marla
"F-7, Islamabad",31 Crore,5,1.2 Kanal
"F-6, Islamabad",1.1 Arab,4,5 Kanal
"I-10, Islamabad",3.35 Crore,5,6.7 Marla
"I-10, Islamabad",3.36 Crore,5,6.7 Marla
"Ghauri Town Phase 2, Ghauri Town",1.2 Crore,3,5 Marla
"Soan Garden, Islamabad",2.8 Crore,6,6 Marla
"F-7, Islamabad",48 Crore,8,1.3 Kanal
"F-6/3, F-6",60 Crore,3,2.1 Kanal
"F-6/3, F-6",1.5 Arab,5,3.8 Kanal
"F-7/2, F-7",30 Crore,5,1 Kanal
"F-6, Islamabad",70 Crore,11,1.7 Kanal
"F-6/1, F-6",13 Crore,4,10 Marla
"F-7/3, F-7",68 Crore,5,2.5 Kanal
"E-7, Islamabad",45 Crore,3,1.8 Kanal
"F-7, Islamabad",60 Crore,4,2.1 Kanal
"F-8/3, F-8",30 Crore,4,1.2 Kanal
"F-8/3, F-8",38 Crore,5,1.9 Kanal
"G-6/3, G-6",30 Crore,4,2.4 Kanal
"E-7, Islamabad",29 Crore,3,1 Kanal
"F-7/3, F-7",50 Crore,6,1.2 Kanal
"Faisal Town Phase 1 - Block A, Faisal Town Phase 1",3.5 Crore,5,8 Marla
"E-11/3, E-11",20 Crore,9,1 Kanal
"F-7, Islamabad",30 Crore,6,1.1 Kanal
"F-6/2, F-6",50 Crore,6,2.4 Kanal
"B-17, Islamabad",2.1 Crore,4,5 Marla
"F-10/4, F-10",32 Crore,5,2 Kanal
"F-11, Islamabad",28 Crore,7,2 Kanal
"F-10/1, F-10",35 Crore,5,2 Kanal
"F-6, Islamabad",1.8 Arab,8,6.4 Kanal
"B-17, Islamabad",2.3 Crore,5,5 Marla
"D-17, Islamabad",1.29 Crore,2,5 Marla
"DHA Defence Phase 2, DHA Defence",10.8 Crore,5,1 Kanal
"Gandhara City - Chanab Block, Gandhara City",2.1 Crore,5,5 Marla
"Jinnah Gardens Phase 1, Jinnah Gardens",2.4 Crore,5,8 Marla
"Naval Anchorage, Islamabad",6 Crore,6,14 Marla
"I-8/4, I-8",12 Crore,6,14 Marla
"F-7, Islamabad",48 Crore,6,1.3 Kanal
"I-8/3, I-8",16 Crore,5,14 Marla
"MPCHS - Multi Gardens, B-17",3.2 Crore,4,8 Marla
"F-8, Islamabad",35 Crore,1,1.3 Kanal
"F-8, Islamabad",65 Crore,6,3.6 Kanal
"Bahria Enclave, Bahria Town",4.2 Crore,4,10 Marla
"Oleander Sector - Block D, DHA Valley - Oleander Sector",66 Lakh,2,5 Marla
"E-7, Islamabad",65 Crore,7,1.9 Kanal
"F-8, Islamabad",47 Crore,5,2.5 Kanal
"G-10/4, G-10",6.95 Crore,3,8 Marla
"DHA Phase 1 - Sector A, DHA Defence Phase 1",10.25 Crore,6,1 Kanal
"F-7/3, F-7",65 Crore,7,2.5 Kanal
"DHA Defence Phase 5, DHA Defence",3.35 Crore,4,5 Marla
"F-11/2, F-11",20 Crore,5,1.3 Kanal
"F-11/2, F-11",25 Crore,8,1.3 Kanal
"F-11/3, F-11",9 Crore,6,9.3 Marla
"E-7, Islamabad",60 Crore,6,1.2 Kanal
"G-13, Islamabad",7.5 Crore,9,14 Marla
"E-11/3, E-11",15.5 Crore,9,1 Kanal
"F-7, Islamabad",45 Crore,9,1.3 Kanal
"D-17, Islamabad",5.5 Crore,6,1 Kanal
"Soan Garden - Block F, Soan Garden",3.84 Crore,5,1 Kanal
"F-11/4, F-11",25.5 Crore,6,1 Kanal
"F-11/1, F-11",25 Crore,9,1 Kanal
"F-10/2, F-10",18.5 Crore,6,1 Kanal
"F-11/2, F-11",26.5 Crore,9,1.3 Kanal
"F-10 Markaz, F-10",40 Crore,9,1.5 Kanal
"F-10/4, F-10",80 Crore,10,2.1 Kanal
"Soan Garden, Islamabad",2.6 Crore,6,6 Marla
"Bhara kahu, Islamabad",1.7 Crore,6,6 Marla
"Bani Gala, Islamabad",2.2 Crore,6,10 Marla
"Faisal Town - F-18, Islamabad",1.75 Crore,4,5.6 Marla
"DHA Defence Phase 2, DHA Defence",12.5 Crore,5,1 Kanal
"Jinnah Gardens Phase 1, Jinnah Gardens",3.4 Crore,5,8 Marla
"DHA Phase 3 - Block B, DHA Defence Phase 3",4.1 Crore,4,7 Marla
"D-12, Islamabad",7.9 Crore,6,7 Marla
"G-13, Islamabad",10.5 Crore,9,14 Marla
"G-13/4, G-13",10 Crore,7,14 Marla
"MPCHS - Block E, MPCHS - Multi Gardens",3.1 Crore,5,8 Marla
"DHA Phase 2 - Sector B, DHA Defence Phase 2",9.5 Crore,6,1 Kanal
"Mumtaz City, Islamabad",1.85 Crore,4,5 Marla
"D-17, Islamabad",3.65 Crore,5,10 Marla
"Faisal Town - F-18, Islamabad",3.35 Crore,5,8 Marla
"E-11, Islamabad",4.25 Crore,4,6 Marla
"Faisal Margalla City, B-17",3.8 Crore,7,8 Marla
"Jinnah Gardens Phase 1, Jinnah Gardens",3.2 Crore,4,7 Marla
"Islamabad Expressway, Islamabad",1.1 Crore,1,3.1 Marla
"I-8, Islamabad",85 Lakh,1,2.4 Marla
"Mumtaz City - Chanab Block, Mumtaz City",2.9 Crore,5,8 Marla
"Ghauri Town, Islamabad",1.05 Crore,2,5.6 Marla
"D-17, Islamabad",3.05 Crore,4,9.3 Marla
"G-9, Islamabad",8.7 Crore,5,14.2 Marla
"Soan Garden - Block H, Soan Garden",3.1 Crore,6,10 Marla
"H-13, Islamabad",1.2 Crore,2,7 Marla
"I-10/2, I-10",3.5 Crore,4,6.7 Marla
"F-11/3, F-11",8.5 Crore,5,10 Marla
"Nilore Homes, Lehtarar Road",1.7 Crore,8,10 Marla
"PHAF Officers Residencia, Kuri Road",4.1 Crore,6,8 Marla
"DHA Defence Phase 2, DHA Defence",6.5 Crore,5,10 Marla
"DHA Defence Phase 2, DHA Defence",9.25 Crore,6,1 Kanal
"DHA Defence Phase 1, DHA Defence",7.6 Crore,7,1 Kanal
"MPCHS - Block F, MPCHS - Multi Gardens",2 Crore,4,5 Marla
"Bahria Enclave - Sector B1, Bahria Enclave",2.7 Crore,3,5 Marla
"MPCHS - Multi Gardens, B-17",5 Crore,6,10 Marla
"F-8/4, F-8",35 Crore,4,2 Kanal
"E-7, Islamabad",42 Crore,5,1.6 Kanal
"G-6/1, G-6",6.75 Crore,6,9.3 Marla
"Bani Gala, Islamabad",80 Lakh,2,4 Marla
"DHA Phase 1 - Sector A, DHA Defence Phase 1",5.1 Crore,5,10 Marla
"G-13, Islamabad",4.85 Crore,5,8 Marla
"G-11/1, G-11",5.2 Crore,8,7 Marla
"Naval Anchorage, Islamabad",4.6 Crore,5,14 Marla
"G-13, Islamabad",4 Crore,4,4.5 Marla
"G-13, Islamabad",9.5 Crore,6,10 Marla
"Athal, Islamabad",27 Lakh,1,2 Marla
"Bani Gala, Islamabad",1.6 Crore,4,5 Marla
"Bani Gala, Islamabad",1.5 Crore,2,5 Marla
"I-14, Islamabad",2.5 Crore,5,5.6 Marla
"G-6, Islamabad",6.5 Crore,4,9.3 Marla
"G-13/3, G-13",8.9 Crore,6,10 Marla
"Bahria Enclave - Sector B1, Bahria Enclave",7 Crore,7,1 Kanal
"Bahria Enclave - Sector H, Bahria Enclave",2.6 Crore,4,5 Marla
"Bahria Town, Islamabad",3.9 Crore,9,12 Marla
"G-9/1, G-9",8.75 Crore,5,14 Marla
"CBR Town Phase 1 - Block C, CBR Town Phase 1",3.6 Crore,5,7 Marla
"B-17, Islamabad",4.25 Crore,5,10 Marla
"G-9/4, G-9",5.7 Crore,4,6 Marla
"G-11/1, G-11",5.5 Crore,2,8 Marla
"F-17, Islamabad",3.8 Crore,5,10 Marla
"Emaar Canyon Views, Islamabad",7.2 Crore,4,1.5 Kanal
"G-10/4, G-10",6.85 Crore,5,10 Marla
"G-10/4, G-10",7.4 Crore,4,10 Marla
"MPCHS - Block F, MPCHS - Multi Gardens",1.8 Crore,4,5 Marla
"Bahria Enclave - Sector B2, Bahria Enclave",10.5 Crore,5,1 Kanal
"I-14, Islamabad",3.5 Crore,4,9 Marla
"National Police Foundation O-9, Islamabad",3 Crore,5,10 Marla
"F-11, Islamabad",14 Crore,5,1 Kanal
"F-10, Islamabad",36 Crore,6,2.1 Kanal
"DHA Defence Phase 2, DHA Defence",9 Crore,6,1 Kanal
"Bani Gala, Islamabad",1.7 Crore,4,5 Marla
"Bani Gala, Islamabad",85 Lakh,2,4 Marla
"Bani Gala, Islamabad",1 Crore,2,5 Marla
"Bani Gala, Islamabad",1.6 Crore,4,5 Marla
"Bani Gala, Islamabad",1.6 Crore,3,8 Marla
"Soan Garden, Islamabad",5.5 Crore,5,1 Kanal
"Shahzad Town, Lahore - Islamabad Motorway",4.2 Crore,5,9 Marla
"Faisal Town - F-18, Islamabad",2.8 Crore,6,8 Marla
"G-13, Islamabad",5.85 Crore,5,8 Marla
"Shaheen Town Phase 3, Shaheen Town",75 Lakh,2,5 Marla
"DHA Defence Phase 2, DHA Defence",2.15 Crore,3,9.1 Marla
"Soan Garden - Block H, Soan Garden",2.95 Crore,4,6 Marla
"Bani Gala, Islamabad",90 Lakh,2,5 Marla
"G-10/4, G-10",6.85 Crore,5,10 Marla
"MPCHS - Block F, MPCHS - Multi Gardens",1.8 Crore,4,5.5 Marla
"Naval Anchorage, Islamabad",6.5 Crore,8,14 Marla
"G-11/2, G-11",4.25 Crore,4,4.4 Marla
"F-8/3, F-8",25.5 Crore,5,1 Kanal
"G-13/3, G-13",10.25 Crore,9,10 Marla
"G-9, Islamabad",8.75 Crore,5,14.2 Marla
"Bani Gala, Islamabad",12.5 Crore,7,2.1 Kanal
"Tarlai, Islamabad",58 Lakh,2,3.2 Marla
"Tarlai, Islamabad",1.45 Crore,5,4 Marla
"Lilly Sector - Block D, DHA Valley - Lilly Sector",80 Lakh,2,5 Marla
"E-11/3, E-11",13.5 Crore,5,1 Kanal
"MPCHS - Block F, MPCHS - Multi Gardens",1.79 Crore,4,5 Marla
"Naval Anchorage, Islamabad",8 Crore,6,1 Kanal
"CBR Town Phase 1 - Executive Block, CBR Town Phase 1",2.95 Crore,6,7 Marla
"Rawalpindi Housing Society, C-18",1.05 Crore,4,5 Marla
"G-9/2, G-9",6 Crore,3,5 Marla
"G-10/4, G-10",15 Crore,6,14 Marla
"H-13, Islamabad",90 Lakh,6,3 Marla
"G-8/1, G-8",6.25 Crore,9,9 Marla
"I-16/4, I-16",2.3 Crore,6,5 Marla
"F-10, Islamabad",17.25 Crore,5,1 Kanal
"MPCHS - Block F, MPCHS - Multi Gardens",2 Crore,4,5 Marla
"Judicial Town, Islamabad",6.5 Crore,6,1.5 Kanal
"DHA Phase 1 - Sector C, DHA Defence Phase 1",6.65 Crore,7,1 Kanal
"Shah Allah Ditta, Islamabad",1.5 Crore,3,7 Marla
"I-9/4, I-9",4 Crore,4,5 Marla
"G-11, Islamabad",5.1 Crore,4,7 Marla
"F-11, Islamabad",9.5 Crore,5,10 Marla
"DHA Defence Phase 2, DHA Defence",9 Crore,6,1 Kanal
"Ghauri Town Phase 4A, Ghauri Town",2 Crore,5,5 Marla
"Soan Garden - Block E, Soan Garden",6 Crore,6,1 Kanal
"G-13, Islamabad",7.3 Crore,7,10 Marla
"Bahria Enclave - Sector H, Bahria Enclave",2.6 Crore,3,5 Marla
"Bani Gala, Islamabad",2.2 Crore,4,5 Marla
"Gulberg Residencia, Gulberg",72.76 Lakh,1,2.4 Marla
"H-13, Islamabad",1.6 Crore,5,4 Marla
"G-13, Islamabad",4.65 Crore,5,7 Marla
"Bhara kahu, Islamabad",1.4 Crore,4,5 Marla
"National Police Foundation O-9, Islamabad",5.3 Crore,6,1 Kanal
"I-11/2, I-11",2.7 Crore,4,4 Marla
"F-11/4, F-11",42 Crore,8,2 Kanal
"Rawalpindi Housing Society, C-18",5 Crore,4,11 Marla
"D-12/1, D-12",4 Crore,4,4 Marla
"G-10, Islamabad",7.25 Crore,4,10 Marla
"G-13, Islamabad",10.8 Crore,6,14 Marla
"G-13, Islamabad",10.8 Crore,6,14 Marla
"Top City 1, Islamabad",2.64 Crore,5,10 Marla
"Top City 1, Islamabad",3.35 Crore,5,10 Marla
"F-7/3, F-7",57 Crore,7,2.5 Kanal
"Mumtaz City, Islamabad",3.15 Crore,7,8 Marla
"Top City 1, Islamabad",3.73 Crore,5,10 Marla
"Korang Town, Islamabad",2.7 Crore,5,6.7 Marla
"CBR Town Phase 1, CBR Town",3.3 Crore,4,7 Marla
"F-7/3, F-7",70 Crore,5,2.5 Kanal
"F-6/3, F-6",90 Crore,7,2.5 Kanal
"PWD Housing Scheme, Islamabad",3.5 Crore,5,9.3 Marla
"University Town - Block C, University Town",1.5 Crore,5,10 Marla
"F-7, Islamabad",42.5 Crore,6,2 Kanal
"Soan Garden, Islamabad",3.25 Crore,5,6 Marla
"Soan Garden - Block H, Soan Garden",2.95 Crore,5,8 Marla
"I-8/3, I-8",16 Crore,8,14.2 Marla
"I-10/1, I-10",3.3 Crore,4,4.4 Marla
"I-10/4, I-10",3 Crore,4,5.1 Marla
"I-10/2, I-10",3.6 Crore,4,6 Marla
"I-10, Islamabad",2.2 Crore,3,4.4 Marla
"DHA Defence Phase 2, DHA Defence",7 Crore,4,11 Marla
"DHA Defence Phase 2, DHA Defence",11.9 Crore,6,1 Kanal
"DHA Defence Phase 2, DHA Defence",14.5 Crore,5,1 Kanal
"DHA Defence Phase 2, DHA Defence",8.5 Crore,6,1 Kanal
"DHA Defence Phase 2, DHA Defence",5.35 Crore,7,6 Marla
"DHA Defence Phase 2, DHA Defence",4.25 Crore,4,5 Marla
"DHA Defence Phase 2, DHA Defence",12.4 Crore,5,1 Kanal
"G-15, Islamabad",5.3 Crore,6,12 Marla
"D-12, Islamabad",4.25 Crore,3,4 Marla
"Bahria Enclave - Sector M, Bahria Enclave",4.2 Crore,5,10 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",5.5 Crore,5,10 Marla
"Bahria Enclave, Bahria Town",10.45 Crore,5,1 Kanal
"Bahria Enclave - Sector N, Bahria Enclave",3.7 Crore,5,8 Marla
"Bahria Enclave - Sector G, Bahria Enclave",3.35 Crore,5,8 Marla
"Top City 1, Islamabad",2.5 Crore,5,10 Marla
"Mumtaz City, Islamabad",2.2 Crore,5,6 Marla
"Top City 1, Islamabad",5.25 Crore,7,1 Kanal
"Mumtaz City, Islamabad",5.2 Crore,7,1 Kanal
"Mumtaz City, Islamabad",1.82 Crore,5,8 Marla
"Mumtaz City, Islamabad",2.58 Crore,5,8 Marla
"F-7/3, F-7",30 Crore,6,1 Kanal
"F-10, Islamabad",35 Crore,8,2 Kanal
"G-6/4, G-6",35 Crore,5,2.4 Kanal
"F-10/4, F-10",16 Crore,4,1 Kanal
"F-10/2, F-10",17 Crore,5,1 Kanal
"F-10, Islamabad",28 Crore,6,2 Kanal
"MPCHS - Block B, MPCHS - Multi Gardens",5 Crore,6,10 Marla
"Pakistan Town, Islamabad",3.7 Crore,6,12.4 Marla
"CBR Town Phase 1 - Block D, CBR Town Phase 1",3.3 Crore,5,7 Marla
"Taramrri, Islamabad",80 Lakh,3,5 Marla
"Taramrri, Islamabad",47 Lakh,3,4 Marla
"Mumtaz City, Islamabad",2.58 Crore,5,8 Marla
"Top City 1, Islamabad",1.85 Crore,4,5 Marla
"Top City 1, Islamabad",2.73 Crore,5,10 Marla
"Top City 1, Islamabad",3.61 Crore,5,10 Marla
"Mumtaz City, Islamabad",2.56 Crore,5,8 Marla
"Top City 1, Islamabad",2.76 Crore,5,8 Marla
"CBR Town Phase 1 - Executive Block, CBR Town Phase 1",63 Lakh,2,5 Marla
"G-13, Islamabad",11.6 Crore,6,14 Marla
"D-17, Islamabad",5.35 Crore,7,1 Kanal
"MPCHS - Block C1, MPCHS - Multi Gardens",1.95 Crore,4,5 Marla
"D-12, Islamabad",8.5 Crore,5,8 Marla
"D-12, Islamabad",5.75 Crore,4,5 Marla
"DHA Defence Phase 2, DHA Defence",10.5 Crore,6,1 Kanal
"DHA Defence Phase 2, DHA Defence",6.5 Crore,5,10 Marla
"DHA Defence Phase 2, DHA Defence",5 Crore,4,5 Marla
"DHA Defence Phase 2, DHA Defence",12 Crore,6,1 Kanal
"DHA Defence Phase 2, DHA Defence",10 Crore,8,1 Kanal
"DHA Defence Phase 2, DHA Defence",7 Crore,5,10 Marla
"DHA Defence Phase 2, DHA Defence",11 Crore,4,1 Kanal
"Bahria Enclave - Sector G, Bahria Enclave",3.7 Crore,5,8 Marla
"Bahria Enclave - Sector B1, Bahria Enclave",2.55 Crore,3,5 Marla
"Bahria Enclave - Sector B1, Bahria Enclave",2.4 Crore,3,5 Marla
"Bahria Enclave - Sector B1, Bahria Enclave",2.3 Crore,3,5 Marla
"E-11/2, E-11",6.9 Crore,5,8 Marla
"Bahria Enclave - Sector N, Bahria Enclave",2.1 Crore,3,5 Marla
"Bahria Enclave - Sector N, Bahria Enclave",2.3 Crore,4,5 Marla
"F-17, Islamabad",3.5 Crore,5,10 Marla
"F-17, Islamabad",2.35 Crore,5,8 Marla
"G-10/1, G-10",9 Crore,6,10 Marla
"G-10/1, G-10",9 Crore,6,10 Marla
"G-10/1, G-10",9 Crore,6,10 Marla
"G-10/1, G-10",9 Crore,6,10 Marla
"G-10/1, G-10",9 Crore,6,10 Marla
"G-11/1, G-11",3.5 Crore,4,5 Marla
"G-10/1, G-10",9 Crore,6,10 Marla
"I-8/4, I-8",12 Crore,8,14.2 Marla
"I-8/3, I-8",12.5 Crore,6,12.4 Marla
"I-8/3, I-8",10.5 Crore,6,12.4 Marla
"Bahria Enclave - Sector A, Bahria Enclave",4.8 Crore,5,10 Marla
"Bahria Enclave - Sector A, Bahria Enclave",5.1 Crore,5,10 Marla
"F-7, Islamabad",30 Crore,5,1 Kanal
"Faisal Town - F-18, Islamabad",3.2 Crore,5,8 Marla
"Soan Garden, Islamabad",3.25 Crore,5,6 Marla
"Faisal Town - F-18, Islamabad",2.8 Crore,5,5 Marla
"Faisal Town Phase 1 - Block A, Faisal Town Phase 1",3.1 Crore,4,8 Marla
"I-10/4, I-10",3.25 Crore,4,6 Marla
"I-10, Islamabad",4 Crore,5,4.4 Marla
"Top City 1 - Block D, Top City 1",4.25 Crore,4,10 Marla
"Eighteen, Kashmir Highway",24 Crore,5,2 Kanal
"Eighteen, Kashmir Highway",10 Crore,5,1 Kanal
"Korang Town, Islamabad",3.5 Crore,5,9.6 Marla
"D-12, Islamabad",22 Crore,5,1 Kanal
"Faisal Town Phase 1, Faisal Town - F-18",2.85 Crore,5,8 Marla
"Top City 1, Islamabad",6.1 Crore,7,1 Kanal
